pitch_type,release_speed,player_name,pitcher,p_throws,balls,strikes,inning,inning_topbot,launch_angle,launch_speed,effective_speed,iso_value,woba_value,estimated_woba_using_speedangle,estimated_ba_using_speedangle,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,events,n_priorpa_thisgame_player_at_bat,zone
FF,96.6,"Giménez, Andrés",669684,L,0,2,9,Top,,,96.3,0.0,0.0,0.0,,,0.174,,strikeout,3,7
FF,96.4,"Giménez, Andrés",669684,L,0,1,9,Top,,,96.4,,,,,,0.055,,,3,2
SL,88.8,"Giménez, Andrés",669684,L,0,0,9,Top,,,88.8,,,,,,0.042,,,3,7
FF,95.9,"Clement, Ernie",669684,L,1,1,9,Top,66.0,66.2,95.7,0.0,0.0,0.003,0.003,0.004,0.235,88.0,field_out,3,2
CH,85.2,"Clement, Ernie",669684,L,0,1,9,Top,,,85.2,,,,,,-0.019,,,3,12
CU,77.6,"Clement, Ernie",669684,L,0,0,9,Top,,,76.4,,,,,,0.04,,,3,9
SL,89.1,"Varsho, Daulton",669684,L,1,1,9,Top,81.0,66.9,89.1,0.0,0.0,0.003,0.003,0.003,0.234,88.0,field_out,3,2
SI,92.2,"Varsho, Daulton",669684,L,1,0,9,Top,,,92.7,,,,,,0.048,,,3,12
SL,88.8,"Varsho, Daulton",669684,L,0,0,9,Top,,,88.8,,,,,,-0.04,,,3,12
SL,87.9,"Okamoto, Kazuma",669684,L,3,2,9,Top,,,87.5,0.0,0.7,0.704716,,,-0.356,,walk,3,12
CH,85.1,"Okamoto, Kazuma",669684,L,2,2,9,Top,,,85.5,,,,,,-0.112,,,3,14
CU,76.6,"Okamoto, Kazuma",669684,L,2,1,9,Top,,,75.6,,,,,,0.073,,,3,13
CU,77.9,"Okamoto, Kazuma",669684,L,1,1,9,Top,,,77.0,,,,,,-0.055,,,3,13
SL,89.6,"Okamoto, Kazuma",669684,L,1,0,9,Top,45.0,85.9,89.5,,,,,,0.05,88.0,,3,5
SL,89.5,"Okamoto, Kazuma",669684,L,0,0,9,Top,,,89.1,,,,,,-0.041,,,3,12
SI,96.6,"Hill, Derek",693686,R,2,2,8,Bot,,,97.3,0.0,0.0,0.0,,,0.203,,strikeout,3,6
FF,97.8,"Hill, Derek",693686,R,1,2,8,Bot,,,98.8,,,,,,-0.012,,,3,12
SL,86.7,"Hill, Derek",693686,R,1,2,8,Bot,18.0,76.0,87.9,,,,,,0.0,88.0,,3,6
SI,96.9,"Hill, Derek",693686,R,1,1,8,Bot,,,97.8,,,,,,0.063,88.0,,3,11
SI,96.8,"Hill, Derek",693686,R,0,1,8,Bot,,,97.7,,,,,,-0.018,,,3,12
CU,80.1,"Hill, Derek",693686,R,0,0,8,Bot,,,80.4,,,,,,0.047,,,3,4
CU,80.7,"Acuña, Luisangel",693686,R,2,2,8,Bot,47.0,84.8,81.2,0.0,0.0,0.008,0.006,0.013,0.213,88.0,field_out,3,11
CU,81.4,"Acuña, Luisangel",693686,R,2,2,8,Bot,,,81.9,,,,,,0.0,,,3,9
FF,95.9,"Acuña, Luisangel",693686,R,2,2,8,Bot,15.0,85.3,96.6,,,,,,0.0,88.0,,3,3
SL,87.0,"Acuña, Luisangel",693686,R,1,2,8,Bot,,,88.4,,,,,,-0.043,,,3,14
SI,96.3,"Acuña, Luisangel",693686,R,1,1,8,Bot,,,97.3,,,,,,0.058,,,3,6
SI,95.4,"Acuña, Luisangel",693686,R,1,0,8,Bot,,,96.0,,,,,,0.045,,,3,11
CU,80.3,"Acuña, Luisangel",693686,R,0,0,8,Bot,,,80.6,,,,,,-0.031,,,3,11
FF,96.6,"Montgomery, Colson",693686,R,1,1,8,Bot,15.0,83.2,97.3,0.0,0.9,0.905,0.963,1.087,-0.427,88.0,single,1,5
FF,94.8,"Montgomery, Colson",693686,R,1,0,8,Bot,,,96.0,,,,,,0.056,,,1,8
SL,87.8,"Montgomery, Colson",693686,R,0,0,8,Bot,,,88.7,,,,,,-0.035,,,1,12
SL,87.6,"Benintendi, Andrew",693686,R,1,0,8,Bot,46.0,99.1,88.3,0.0,0.0,0.045,0.029,0.079,0.282,99.1,field_out,0,9
SI,95.1,"Benintendi, Andrew",693686,R,0,0,8,Bot,,,96.2,,,,,,-0.04,,,0,14
SI,96.4,"Quero, Edgar",693686,R,0,0,8,Bot,-6.0,98.6,97.2,0.0,0.9,0.217,0.241,0.264,-0.438,98.6,single,3,6
FS,86.8,"Sánchez, Jesús",673929,R,0,2,8,Top,-14.0,88.3,87.4,0.0,0.0,0.112,0.124,0.124,0.16,88.3,field_out,0,4
FF,96.1,"Sánchez, Jesús",673929,R,0,1,8,Top,49.0,66.1,96.3,,,,,,0.057,88.0,,0,6
SL,86.4,"Sánchez, Jesús",673929,R,0,0,8,Top,,,86.9,,,,,,0.043,,,0,13
FF,96.5,"Guerrero Jr., Vladimir",673929,R,1,1,8,Top,28.0,97.9,97.0,0.0,0.0,0.61,0.374,1.108,0.244,97.9,field_out,3,1
FF,96.1,"Guerrero Jr., Vladimir",673929,R,0,1,8,Top,,,96.8,,,,,,-0.029,,,3,12
SL,87.9,"Guerrero Jr., Vladimir",673929,R,0,0,8,Top,,,89.1,,,,,,0.039,,,3,9
FF,95.5,"Lukes, Nathan",673929,R,2,2,8,Top,54.0,86.9,96.1,0.0,0.0,0.027,0.02,0.037,0.232,88.0,field_out,3,12
SL,87.0,"Lukes, Nathan",673929,R,2,2,8,Top,-29.0,,88.0,,,,,,0.0,,,3,14
FS,85.7,"Lukes, Nathan",673929,R,1,2,8,Top,,,86.3,,,,,,-0.043,,,3,13
FF,96.1,"Lukes, Nathan",673929,R,1,2,8,Top,37.0,74.0,96.5,,,,,,0.0,88.0,,3,5
FF,95.1,"Lukes, Nathan",673929,R,0,2,8,Top,,,95.2,,,,,,-0.024,,,3,11
SL,86.4,"Lukes, Nathan",673929,R,0,1,8,Top,34.0,88.7,86.8,,,,,,0.055,88.7,,3,8
SL,87.2,"Lukes, Nathan",673929,R,0,0,8,Top,,,87.6,,,,,,0.039,,,3,3
SI,97.5,"Vargas, Miguel",693686,R,0,0,7,Bot,10.0,69.1,98.7,0.0,0.0,0.238,0.264,0.293,0.26,88.0,field_out,3,11
SL,86.8,"Murakami, Munetaka",693686,R,1,2,7,Bot,,,88.1,0.0,0.0,0.0,,,0.18,,strikeout,3,14
FF,97.1,"Murakami, Munetaka",693686,R,0,2,7,Bot,,,97.8,,,,,,-0.017,,,3,11
FF,95.2,"Murakami, Munetaka",693686,R,0,1,7,Bot,,,96.0,,,,,,0.052,,,3,1
SI,96.2,"Murakami, Munetaka",693686,R,0,0,7,Bot,,,96.9,,,,,,0.039,,,3,5
SI,93.4,"Hays, Austin",693686,R,2,0,7,Bot,34.0,65.5,94.1,0.0,0.0,0.813,0.866,0.961,0.378,88.0,field_out,3,11
SI,92.2,"Hays, Austin",693686,R,1,0,7,Bot,,,92.9,,,,,,-0.077,,,3,12
SL,85.1,"Hays, Austin",693686,R,0,0,7,Bot,,,86.4,,,,,,-0.041,,,3,14
SL,88.1,"Springer, George",673929,R,1,2,7,Top,,,89.4,0.0,0.0,0.0,,,0.191,,strikeout,3,14
FF,96.9,"Springer, George",673929,R,1,2,7,Top,50.0,80.2,97.8,,,,,,0.0,88.0,,3,6
FF,96.4,"Springer, George",673929,R,1,2,7,Top,52.0,88.3,97.2,,,,,,0.0,88.3,,3,14
SL,87.9,"Springer, George",673929,R,1,1,7,Top,,,88.8,,,,,,0.063,,,3,6
FF,96.3,"Springer, George",673929,R,0,1,7,Top,,,97.1,,,,,,-0.018,,,3,11
SL,87.8,"Springer, George",673929,R,0,0,7,Top,,,88.5,,,,,,0.047,,,3,5
FF,92.4,"Valenzuela, Brandon",663542,L,2,2,7,Top,,,94.8,0.0,0.0,0.0,,,0.216,,strikeout,2,6
SI,91.7,"Valenzuela, Brandon",663542,L,2,2,7,Top,45.0,72.8,93.2,,,,,,0.0,88.0,,2,6
FF,93.2,"Valenzuela, Brandon",663542,L,2,2,7,Top,,,94.9,,,,,,0.0,,,2,4
ST,81.4,"Valenzuela, Brandon",663542,L,2,2,7,Top,-4.0,97.1,82.1,,,,,,0.0,97.1,,2,13
FF,91.0,"Valenzuela, Brandon",663542,L,2,1,7,Top,,,92.8,,,,,,0.063,,,2,8
SI,89.7,"Valenzuela, Brandon",663542,L,2,0,7,Top,,,91.0,,,,,,0.068,,,2,3
SI,89.9,"Valenzuela, Brandon",663542,L,1,0,7,Top,,,91.6,,,,,,-0.071,,,2,14
SI,90.8,"Valenzuela, Brandon",663542,L,0,0,7,Top,,,92.1,,,,,,-0.031,,,2,12
ST,78.8,"Giménez, Andrés",663542,L,1,1,7,Top,25.0,84.8,79.6,0.0,0.0,0.179,0.166,0.263,0.238,88.0,field_out,2,7
SI,89.0,"Giménez, Andrés",663542,L,1,0,7,Top,,,90.0,,,,,,0.07,,,2,8
SI,89.8,"Giménez, Andrés",663542,L,0,0,7,Top,,,90.8,,,,,,-0.045,,,2,13
ST,78.8,"Clement, Ernie",663542,L,0,1,7,Top,12.0,98.7,79.4,0.0,0.9,0.882,0.94,1.084,-0.512,98.7,single,2,7
FF,91.6,"Clement, Ernie",663542,L,0,0,7,Top,,,93.1,,,,,,0.043,,,2,6
SI,89.7,"Varsho, Daulton",663542,L,3,2,7,Top,10.0,98.8,91.6,0.0,0.9,0.736,0.777,0.907,-0.353,98.8,single,2,2
ST,80.8,"Varsho, Daulton",663542,L,2,2,7,Top,,,81.7,,,,,,-0.112,,,2,13
SI,89.0,"Varsho, Daulton",663542,L,2,1,7,Top,48.0,18.0,91.0,,,,,,0.073,88.0,,2,5
ST,79.2,"Varsho, Daulton",663542,L,1,1,7,Top,,,80.1,,,,,,-0.055,,,2,13
SI,88.8,"Varsho, Daulton",663542,L,1,0,7,Top,-21.0,62.2,90.3,,,,,,0.05,88.0,,2,9
SI,88.3,"Varsho, Daulton",663542,L,0,0,7,Top,,,89.8,,,,,,-0.041,,,2,13
CH,80.6,"Meidroth, Chase",573009,L,1,2,6,Bot,,,80.3,0.0,0.0,0.0,,,0.182,,strikeout,3,9
CH,79.6,"Meidroth, Chase",573009,L,0,2,6,Bot,,,78.9,,,,,,-0.022,,,3,14
CU,79.5,"Meidroth, Chase",573009,L,0,1,6,Bot,,,79.7,,,,,,0.057,,,3,13
SI,87.4,"Meidroth, Chase",573009,L,0,0,6,Bot,,,87.2,,,,,,0.043,,,3,8
CH,81.7,"Hill, Derek",573009,L,2,2,6,Bot,,,82.0,0.0,0.0,0.0,,,0.228,,strikeout,2,14
CH,78.1,"Hill, Derek",573009,L,2,1,6,Bot,,,78.0,,,,,,0.07,,,2,9
CH,80.2,"Hill, Derek",573009,L,1,1,6,Bot,,,80.1,,,,,,-0.055,,,2,14
SI,87.0,"Hill, Derek",573009,L,1,0,6,Bot,,,86.7,,,,,,0.049,,,2,12
SI,87.9,"Hill, Derek",573009,L,0,0,6,Bot,,,88.3,,,,,,-0.039,,,2,14
CH,80.3,"Acuña, Luisangel",573009,L,0,1,6,Bot,-6.0,67.4,81.3,0.0,0.0,0.084,0.093,0.101,0.22,88.0,field_out,2,14
SI,87.3,"Acuña, Luisangel",573009,L,0,0,6,Bot,,,87.2,,,,,,0.039,,,2,8
FF,95.9,"Okamoto, Kazuma",663436,R,0,2,6,Top,,,96.2,0.0,0.0,0.0,,,0.16,,strikeout,2,1
FC,88.6,"Okamoto, Kazuma",663436,R,0,1,6,Top,,,88.3,,,,,,0.057,,,2,5
SI,94.6,"Okamoto, Kazuma",663436,R,0,0,6,Top,,,94.8,,,,,,0.043,,,2,13
SI,93.7,"Barger, Addison",663436,R,1,0,6,Top,50.0,96.3,93.5,0.0,0.0,0.009,0.006,0.013,0.293,96.3,field_out,2,2
SI,93.5,"Barger, Addison",663436,R,0,0,6,Top,,,93.7,,,,,,-0.039,,,2,13
SI,92.9,"Guerrero Jr., Vladimir",663436,R,0,0,6,Top,-10.0,88.2,93.0,0.0,0.0,0.144,0.153,0.18,0.259,88.2,field_out,2,11
SI,87.6,"Montgomery, Colson",573009,L,3,2,5,Bot,,,88.4,0.0,0.0,0.0,,,0.295,,strikeout,0,14
CU,77.6,"Montgomery, Colson",573009,L,2,2,5,Bot,,,78.5,,,,,,-0.079,,,0,14
SI,86.6,"Montgomery, Colson",573009,L,2,1,5,Bot,,,87.1,,,,,,0.093,,,0,6
SI,87.3,"Montgomery, Colson",573009,L,2,0,5,Bot,,,87.0,,,,,,0.044,,,0,12
CU,77.9,"Montgomery, Colson",573009,L,1,0,5,Bot,,,77.8,,,,,,-0.048,,,0,13
CU,78.8,"Montgomery, Colson",573009,L,0,0,5,Bot,,,78.5,,,,,,-0.035,,,0,13
ST,79.6,"Sosa, Lenyn",608723,R,0,1,5,Bot,63.0,87.6,79.4,0.0,0.0,0.015,0.014,0.019,0.216,88.0,field_out,2,9
FF,91.4,"Sosa, Lenyn",608723,R,0,0,5,Bot,,,91.5,,,,,,0.04,,,2,5
FF,90.0,"Quero, Edgar",608723,R,3,1,5,Bot,,,90.0,0.0,0.7,0.704716,,,-0.253,,walk,2,12
FC,86.3,"Quero, Edgar",608723,R,2,1,5,Bot,,,86.7,,,,,,-0.121,,,2,13
FC,86.2,"Quero, Edgar",608723,R,1,1,5,Bot,,,86.3,,,,,,-0.055,,,2,12
FF,90.1,"Quero, Edgar",608723,R,1,0,5,Bot,32.0,87.2,89.5,,,,,,0.049,88.0,,2,8
ST,78.1,"Quero, Edgar",608723,R,0,0,5,Bot,,,76.7,,,,,,-0.039,,,2,11
FF,91.0,"Vargas, Miguel",608723,R,2,0,5,Bot,34.0,91.8,90.5,0.0,0.0,0.091,0.051,0.162,0.378,91.8,field_out,2,3
SI,90.0,"Vargas, Miguel",608723,R,1,0,5,Bot,,,89.8,,,,,,-0.077,,,2,11
SI,90.2,"Vargas, Miguel",608723,R,0,0,5,Bot,,,90.1,,,,,,-0.041,,,2,13
CH,91.3,"Lukes, Nathan",663436,R,0,1,5,Top,2.0,101.5,91.9,0.0,0.0,0.446,0.48,0.539,0.278,101.5,grounded_into_double_play,2,14
SI,94.6,"Lukes, Nathan",663436,R,0,0,5,Top,,,94.7,,,,,,0.04,,,2,1
FC,89.4,"Springer, George",663436,R,0,1,5,Top,11.0,86.7,89.1,0.0,0.9,0.542,0.597,0.645,-0.453,88.0,single,2,6
FF,95.2,"Springer, George",663436,R,0,0,5,Top,,,95.5,,,,,,0.039,,,2,3
CH,91.3,"Valenzuela, Brandon",663436,R,0,2,5,Top,,,91.0,0.0,0.0,0.0,,,0.165,,strikeout,1,14
CU,84.7,"Valenzuela, Brandon",663436,R,0,2,5,Top,-41.0,65.3,84.4,,,,,,0.0,88.0,,1,8
FF,94.7,"Valenzuela, Brandon",663436,R,0,2,5,Top,38.0,68.8,94.8,,,,,,0.0,88.0,,1,4
CH,89.7,"Valenzuela, Brandon",663436,R,0,1,5,Top,,,89.4,,,,,,0.055,,,1,6
FF,93.6,"Valenzuela, Brandon",663436,R,0,0,5,Top,,,93.2,,,,,,0.039,,,1,1
FF,91.6,"Murakami, Munetaka",608723,R,2,1,4,Bot,-9.0,78.6,91.3,0.0,0.0,0.056,0.062,0.068,0.283,88.0,field_out,2,7
FC,88.0,"Murakami, Munetaka",608723,R,1,1,4,Bot,,,87.8,,,,,,-0.02,,,2,11
FS,85.0,"Murakami, Munetaka",608723,R,1,0,4,Bot,,,84.6,,,,,,0.044,,,2,6
FC,87.4,"Murakami, Munetaka",608723,R,0,0,4,Bot,,,87.2,,,,,,-0.019,,,2,12
FF,93.2,"Hays, Austin",608723,R,1,1,4,Bot,14.0,99.7,93.4,0.0,0.9,0.805,0.829,1.041,-0.698,99.7,single,2,2
FF,92.0,"Hays, Austin",608723,R,1,0,4,Bot,,,91.9,,,,,,0.044,,,2,12
ST,79.4,"Hays, Austin",608723,R,0,0,4,Bot,,,78.9,,,,,,-0.019,,,2,14
FC,86.0,"Meidroth, Chase",608723,R,3,1,4,Bot,22.0,96.4,86.0,0.0,0.0,0.247,0.203,0.399,0.349,96.4,field_out,2,7
FF,91.2,"Meidroth, Chase",608723,R,3,0,4,Bot,,,91.0,,,,,,0.054,,,2,14
ST,80.2,"Meidroth, Chase",608723,R,2,0,4,Bot,,,80.0,,,,,,-0.067,,,2,14
SI,91.1,"Meidroth, Chase",608723,R,1,0,4,Bot,,,91.5,,,,,,-0.068,,,2,14
FC,86.6,"Meidroth, Chase",608723,R,0,0,4,Bot,,,86.4,,,,,,-0.035,,,2,14
FF,92.8,"Hill, Derek",608723,R,2,2,4,Bot,,,92.8,0.0,0.0,0.0,,,0.201,,strikeout,1,12
CU,74.6,"Hill, Derek",608723,R,1,2,4,Bot,,,73.7,,,,,,-0.036,,,1,14
CU,74.2,"Hill, Derek",608723,R,1,2,4,Bot,-81.0,59.5,73.3,,,,,,0.0,88.0,,1,8
FC,86.5,"Hill, Derek",608723,R,1,1,4,Bot,44.0,73.7,86.4,,,,,,0.07,88.0,,1,5
